CODE,자재비 기준,노무비 기준,DESCRIPTION,SIZE,UNIT,Q'TY, MATERIAL COST ,, LABOR COST ,, EQUIPMENT COST ,, TOTAL  , REMARKS 
,,,,,,, UNIT , AMOUNT , UNIT , AMOUNT , UNIT , AMOUNT , AMOUNT ,
STANS500,납품업체단가,전6-2,PIPE STANCHION SUS304,"2""X500L",EA,1,144000,144000,118196,118196,,,262196,
STANS1500,납품업체단가,전6-2,PIPE STANCHION SUS304,"2""X1500L",EA,1,192000,192000,118196,118196,,,310196,
FI,해당없음,전6-2,FIELD INSTRUMENT,일반 각종,EA,1,0,0,95834,95834,,,95834,
TRANS,해당없음,전6-2,TRANSMITTER,DPT/PT/LT/FT,EA,1,0,0,86251,86251,,,86251,
RECI,해당없음,전6-2,RECEIVER,일반 각종,EA,1,0,0,70278,70278,,,70278,
AIRSET,해당없음,전6-2,AIR SET,,EA,1,0,0,70278,70278,,,70278,
CONVER,해당없음,전6-2,CONVERTER,J/P/ A/D/ P/P/ MV/I,EA,1,0,0,79862,79862,,,79862,
MANUAL,해당없음,전6-2,MANUAL MANIPULATOR,,EA,1,0,0,63889,63889,,,63889,
LEAKTESTER,해당없음,전6-2,LEAK TESTER,,EA,1,0,0,63889,63889,,,63889,
RECODER,해당없음,전6-2,RECODER,,EA,1,0,0,239586,239586,,,239586,
LG,해당없음,전6-2,GAUGE,LG,EA,1,0,0,239586,239586,,,239586,
PG,해당없음,전6-2,GAUGE,PG,EA,1,0,0,127779,127779,,,127779,
TG,해당없음,전6-2,GAUGE,TG,EA,1,0,0,70278,70278,,,70278,
VG,해당없음,전6-2,GAUGE,VG,EA,1,0,0,47917,47917,,,47917,
PHTOMETRIC,해당없음,전6-2,PHTOMETRIC LIQUID GQUGE,,EA,1,0,0,575008,575008,,,575008,
HYGROMETER,해당없음,전6-2,HYGROMETER,,EA,1,0,0,47917,47917,,,47917,
ANALYZER,해당없음,전6-2,ANALYZER,적외선식 /자기식,EA,1,0,0,3833388,3833388,,,3833388,
MANO,해당없음,전6-2,MANO METER,,SET,1,0,0,95834,95834,,,95834,
THERMOC,해당없음,전6-2,THERMOCOUPLE,,EA,1,0,0,118196,118196,,,118196,
DISPRESSOR,해당없음,전6-2,DISPRESSOR,외통식,EA,1,0,0,958347,958347,,,958347,
SWITCH,해당없음,전6-2,SWITCH,일반 각종,EA,1,0,0,70278,70278,,,70278,
SVB,해당없음,전6-2,SOLENOID VALVE,소형,EA,1,0,0,31944,31944,,,31944,
SVS,해당없음,전6-2,SOLENOID VALVE,대형,EA,1,0,0,95834,95834,,,95834,
STVS,해당없음,전6-2,STEEL VALVE,소형,EA,1,0,0,31944,31944,,,31944,
STVB,해당없음,전6-2,STEEL VALVE,대형,EA,1,0,0,95834,95834,,,95834,
STRAINERS,해당없음,전6-2,STRAINER,소형,EA,1,0,0,31944,31944,,,31944,
STRAINERB,해당없음,전6-2,STRAINER,대형,EA,1,0,0,95834,95834,,,95834,
CV1,해당없음,전6-2,CONTROL VALVE,1B,EA,1,0,0,255559,255559,,,255559,
CV2,해당없음,전6-2,CONTROL VALVE,2B,EA,1,0,0,319449,319449,,,319449,
CV3,해당없음,전6-2,CONTROL VALVE,3B,EA,1,0,0,383338,383338,,,383338,
CV4,해당없음,전6-2,CONTROL VALVE,4B,EA,1,0,0,479173,479173,,,479173,
BV200,해당없음,전6-2,BUTTERFLY VALVE,200Φ,EA,1,0,0,383338,383338,,,383338,
BV300,해당없음,전6-2,BUTTERFLY VALVE,300Φ,EA,1,0,0,798622,798622,,,798622,
BV400,해당없음,전6-2,BUTTERFLY VALVE,400Φ,EA,1,0,0,1181961,1181961,,,1181961,
BV500,해당없음,전6-2,BUTTERFLY VALVE,500Φ,EA,1,0,0,1597245,1597245,,,1597245,
ORIFICE200,해당없음,전6-2,ORIFICE,200Φ 이하,EA,1,0,0,159724,159724,,,159724,
ORIFICE201,해당없음,전6-2,ORIFICE,201Φ~ 500Φ,EA,1,0,0,223614,223614,,,223614,
ORIFICE500,해당없음,전6-2,ORIFICE,501Φ 이상,EA,1,0,0,319449,319449,,,319449,
PHMETER,해당없음,전6-2,PH METER,,EA,1,0,0,127779,127779,,,127779,
AIRP1/2,납품업체단가,전6-5,PIPE A53B H.D.G SMLS TE SCH80,"1/2""",M,1,14040,14040,57500,57500,,,71540,
AIRP3/4,납품업체단가,전6-5,PIPE A53B H.D.G SMLS TE SCH80,"3/4""",M,1,20400,20400,67084,67084,,,87484,
AIRP1,납품업체단가,전6-5,PIPE A53B H.D.G SMLS TE SCH80,"1""",M,1,23400,23400,76667,76667,,,100067,
AIRPS1/2,납품업체단가,전6-5,PIPE A312 TP304 SMLS TBE SCH40,"1/2""",M,1,30000,30000,67084,67084,,,97084,
AIRPS3/4,납품업체단가,전6-5,PIPE A312 TP304 SMLS TBE SCH40,"3/4""",M,1,43590,43590,83056,83056,,,126646,
AIRPS1,납품업체단가,전6-5,PIPE A312 TP304 SMLS TBE SCH40,"1""",M,1,50000,50000,92640,92640,,,142640,
AIRT1/2,납품업체단가,해당없음,TEE A105 NPT.F H.D.G 3000#,"1/2""",EA,1,4740,4740,0,0,,,4740,단조fitting
AIRT3/4,납품업체단가,해당없음,TEE A105 NPT.F H.D.G 3000#,"3/4""",EA,1,6180,6180,0,0,,,6180,단조fitting
AIRT1,납품업체단가,해당없음,TEE A105 NPT.F H.D.G 3000#,"1""",EA,1,8640,8640,0,0,,,8640,단조fitting
AIRTS1/2,납품업체단가,해당없음,TEE A182 F304 NPT.F 3000#,"1/2""",EA,1,14220,14220,0,0,,,14220,단조fitting
AIRTS3/4,납품업체단가,해당없음,TEE A182 F304 NPT.F 3000#,"3/4""",EA,1,18540,18540,0,0,,,18540,단조fitting
AIRTS1,납품업체단가,해당없음,TEE A182 F304 NPT.F 3000#,"1""",EA,1,25920,25920,0,0,,,25920,단조fitting
AIRE1/2,납품업체단가,해당없음,ELBOW A105 NPT.F H.D.G 3000#,"1/2""",EA,1,3660,3660,0,0,,,3660,단조fitting
AIRE3/4,납품업체단가,해당없음,ELBOW A105 NPT.F H.D.G 3000#,"3/4""",EA,1,4500,4500,0,0,,,4500,단조fitting
AIRE1,납품업체단가,해당없음,ELBOW A105 NPT.F H.D.G 3000#,"1""",EA,1,5520,5520,0,0,,,5520,단조fitting
AIRES1/2,납품업체단가,해당없음,ELBOW A182 F304 NPT.F 3000#,"1/2""",EA,1,10980,10980,0,0,,,10980,단조fitting
AIRES3/4,납품업체단가,해당없음,ELBOW A182 F304 NPT.F 3000#,"3/4""",EA,1,13500,13500,0,0,,,13500,단조fitting
AIRES1,납품업체단가,해당없음,ELBOW A182 F304 NPT.F 3000#,"1""",EA,1,16560,16560,0,0,,,16560,단조fitting
AIRV1/2,납품업체단가,전6-5,GATE VALVE W/PLUG A105/13CR+HF CL800# BB OS&Y,"1/2""NPT",EA,1,42000,42000,47917,47917,,,89917,단조fitting
AIRV1/4,납품업체단가,전6-5,GATE VALVE W/PLUG A105/13CR+HF CL800# BB OS&Y,"1/4""NPT",EA,1,36000,36000,47917,47917,,,83917,단조fitting
AIRF1/4,납품업체단가,전6-6,AIR FLEXIBLE TUBE 316SS/ COMPRESSION TYPE,"1/4""O.D x 1000mm",EA,1,56500,56500,31944,31944,,,88444,
AIRF3/8,납품업체단가,전6-6,AIR FLEXIBLE TUBE 316SS/ COMPRESSION TYPE,"3/8""O.D x 1000mm",EA,1,65000,65000,44722,44722,,,109722,
AIRF1/2,납품업체단가,전6-6,AIR FLEXIBLE TUBE 316SS/ COMPRESSION TYPE,"1/2""O.D x 1000mm",EA,1,74400,74400,67084,67084,,,141484,
35TUBE1/2,납품업체단가,전6-6,"TUBE SUS316 SMLS 0.035""","1/2""",M,1,13700,13700,67084,67084,,,80784,
35TUBE3/8,납품업체단가,전6-6,"TUBE SUS316 SMLS 0.035""","3/8""",M,1,12000,12000,44722,44722,,,56722,
35TUBE1/4,납품업체단가,전6-6,"TUBE SUS316 SMLS 0.035""","1/4""",M,1,10700,10700,31944,31944,,,42644,
TUBE1/2,납품업체단가,전6-6,"TUBE SUS316 SMLS 0.049""","1/2""",M,1,15600,15600,67084,67084,,,82684,
TUBE3/8,납품업체단가,전6-6,"TUBE SUS316 SMLS 0.049""","3/8""",M,1,13700,13700,44722,44722,,,58422,
TUBE1/4,납품업체단가,전6-6,"TUBE SUS316 SMLS 0.049""","1/4""",M,1,11800,11800,31944,31944,,,43744,
65TUBE1/2,납품업체단가,전6-6,"TUBE SUS316 SMLS 0.065""","1/2""",M,1,17600,17600,67084,67084,,,84684,
65TUBE3/8,납품업체단가,전6-6,"TUBE SUS316 SMLS 0.065""","3/8""",M,1,15600,15600,44722,44722,,,60322,
65TUBE1/4,납품업체단가,전6-6,"TUBE SUS316 SMLS 0.065""","1/4""",M,1,14100,14100,31944,31944,,,46044,
TUBEU1/2,납품업체단가,해당없음,TUBE UNION 316SS,"1/2""",EA,1,15072,15072,0,0,,,15072,Hy-lok
TUBEU3/8,납품업체단가,해당없음,TUBE UNION 316SS,"3/8""",EA,1,11050,11050,0,0,,,11050,Hy-lok
TUBEU1/4,납품업체단가,해당없음,TUBE UNION 316SS,"1/4""",EA,1,9870,9870,0,0,,,9870,Hy-lok
TUBET1/2,납품업체단가,해당없음,UNION TEE 316SS,"1/2""",EA,1,27006,27006,0,0,,,27006,Hy-lok
TUBET3/8,납품업체단가,해당없음,UNION TEE 316SS,"3/8""",EA,1,22050,22050,0,0,,,22050,Hy-lok
TUBET1/4,납품업체단가,해당없음,UNION TEE 316SS,"1/4""",EA,1,19505,19505,0,0,,,19505,Hy-lok
MALE1/4,납품업체단가,해당없음,MALE CONNECTOR 316SS/ COMPRESSION TYPE,"1/4""NPTx1/4"" O.D",EA,1,4968,4968,0,0,,,4968,Hy-lok
MALE1/2,납품업체단가,해당없음,MALE CONNECTOR 316SS/ COMPRESSION TYPE,"1/2""NPTx1/2"" O.D",EA,1,10536,10536,0,0,,,10536,Hy-lok
MALE3/8,납품업체단가,해당없음,MALE CONNECTOR 316SS/ COMPRESSION TYPE,"3/8""NPTx3/8"" O.D",EA,1,7980,7980,0,0,,,7980,Hy-lok
NV1/2,납품업체단가,전6-5,NEEDLE VALVE W/PLUG 316SS/ COMPRESSION TYPE,"1/2""O.D ",EA,1,68690,68690,47917,47917,,,116607,Hy-lok
